"Callsign","Origin","Destination","FuelBurn","TrackMiles","AircraftType","RoutingType","Scenario","Runway","Waypoint","Airport"
"F_BAW896","EGLL","LDPL",190.03,103.1,"A320(MEDIUM)","Arrival","PBN","2","ROTAR","LDPL"
"F_EXS82K","EGPH","LDPL",290.1,103.1,"B733(MEDIUM)","Arrival","PBN","2","ROTAR","LDPL"
"F_EZY85FQ","EGKK","LDDU",1125.3,325.39999,"A319(MEDIUM)","Arrival","PBN","2","PEVAL","LDDU"
"F_EZY94XF","EGKK","LDSP",744.83,234.8,"A319(MEDIUM)","Arrival","PBN","2","LABIN","LDSP"
"F_SCW8D","LDSP","ESGG",1946.37,243.7,"RJ1H(MEDIUM)","Departure","PBN","2","OUTSIDE.FIR.NE.1","LDSP"
"F_CTN71F","LFPG","LDZA",226.75,85.3,"A319(MEDIUM)","Arrival","PBN","2","ARGOM","LDZA"
"F_NAX4RP","ENGM","LDPL",611.57,186.7,"B738(MEDIUM)","Arrival","PBN","2","OUTSIDE.FIR.NE","LDPL"
"F_NAX8LN","ENZV","LDSP",901.77,228.5,"B738(MEDIUM)","Arrival","PBN","2","DARZA","LDSP"
"F_CTN301#2","LGAV","LDDU",161.95,102.5,"CRJ9(MEDIUM)","Arrival","PBN","2","MOKUN","LDDU"
"F_IBK488","EFHK","LDPL",850.78,234.2,"B738(MEDIUM)","Arrival","PBN","2","KOPRY","LDPL"
"F_RYR855D","ESKN","LDZD",488.8,155,"B738(MEDIUM)","Arrival","PBN","2","DARZA","LDZD"
"F_EZY26HM","LDSP","EGGW",2093.65,243.10001,"A320(MEDIUM)","Departure","PBN","2","PEVAL.1","LDSP"
"F_CTN27H","EDDF","LDDU",1009.03,298.79999,"A319(MEDIUM)","Arrival","PBN","2","SABAD","LDDU"
"F_CTN337","LYBE","LDSP",649.88,212.8,"DH8D(MEDIUM)","Arrival","PBN","2","VEBAR","LDSP"
"F_SAS7336","LDSP","ENZV",1954.23,189.39999,"B738(MEDIUM)","Departure","PBN","2","OUTSIDE.FIR.N.1","LDSP"
"F_NVR641","ESSA","LDSP",1005.68,242.3,"B739(MEDIUM)","Arrival","PBN","2","KOPRY","LDSP"
"F_EZY54PC","LDPL","EDDT",1380.92,113.3,"A320(MEDIUM)","Departure","PBN","2","GIRDA","LDPL"
"F_EZY21TX","LFPO","LDDU",1182.97,325.39999,"A320(MEDIUM)","Arrival","PBN","2","PEVAL","LDDU"
"F_SCW5U","LDSP","ESGG",1946.37,243.7,"RJ1H(MEDIUM)","Departure","PBN","2","OUTSIDE.FIR.NE.1","LDSP"
"F_CTN4463","LSZH","LDSP",689.3,234.89999,"DH8D(MEDIUM)","Arrival","PBN","2","LABIN","LDSP"
"F_SAS1882","LDPL","ESSA",1336.97,113.4,"B736(MEDIUM)","Departure","PBN","2","GIRDA","LDPL"
"F_CTN439","EDDM","LDSP",762.37,260.10001,"DH8D(MEDIUM)","Arrival","PBN","2","OUTSIDE.FIR.NW","LDSP"
"F_BEL3SH","EBBR","LDDU",667.85,219.10001,"A319(MEDIUM)","Arrival","PBN","2","VAPUP","LDDU"
"F_EWG9971","LDZD","EDDL",1607.72,170.3,"A319(MEDIUM)","Departure","PBN","2","PEVAL.1","LDZD"
"F_EZY1807","EGCC","LDDU",1056.47,322.39999,"A20N(MEDIUM)","Arrival","PBN","2","BUSET","LDDU"
"F_EWG2TY","LDSP","EDDH",2035.17,225.3,"A320(MEDIUM)","Departure","PBN","2","SABAD.1","LDSP"
"F_SAS1826","LDSP","ESSA",1697.85,206.89999,"A20N(MEDIUM)","Departure","PBN","2","VEBAL.3","LDSP"
"F_LOT614","LDZA","EPWA",883.67,79.8,"E195(MEDIUM)","Departure","PBN","2","KOPRY","LDZA"
"F_SWR2378","LSGG","LDPL",206.67,103.1,"A318(MEDIUM)","Arrival","PBN","2","ROTAR","LDPL"
"F_EWG1RS","LDPL","EDDH",1325.97,113.5,"A319(MEDIUM)","Departure","PBN","2","GIRDA","LDPL"
"F_EWG1724","EDDM","LDZD",715.38,180.2,"A320(MEDIUM)","Arrival","PBN","2","GIRDA","LDZD"
"F_EWG1CL","LDRI","EDDL",1423.47,114.9,"A320(MEDIUM)","Departure","PBN","2","ALIVO","LDRI"
"F_VOE12WX","LIPZ","LDDU",1315.65,349.79999,"B712(MEDIUM)","Arrival","PBN","2","ROTAR","LDDU"
"F_EZY78YL","EGCC","LDSP",720.95,216.5,"A320(MEDIUM)","Arrival","PBN","2","SABAD","LDSP"
"F_IBE31BK","LDDU","LEMD",1760.8,179.8,"A320(MEDIUM)","Departure","PBN","2","KATTI","LDDU"
"F_STK63D","EGMC","LDDU",1215.43,322.5,"E195(MEDIUM)","Arrival","PBN","2","SABAD","LDDU"
"F_JTG364","LDPL","EKCH",1430.4,113.5,"B737(MEDIUM)","Departure","PBN","2","GIRDA","LDPL"
"F_JAF83X","LDDU","LFLL",2393.12,276.70001,"B738(MEDIUM)","Departure","PBN","2","EDUGI","LDDU"
"F_LDM27","LDRI","EDDT",1560.67,114.8,"B738(MEDIUM)","Departure","PBN","2","ALIVO","LDRI"
"F_EZY63BP","LIPZ","LDSP",1399.32,248.60001,"A320(MEDIUM)","Arrival","PBN","2","ROTAR","LDSP"
"F_CTN701","LPPT","LDZA",464.73,191.3,"CRJ9(MEDIUM)","Arrival","PBN","2","LABIN","LDZA"
"F_RYR5197","LDZD","EDSB",1811.58,170.10001,"B738(MEDIUM)","Departure","PBN","2","PEVAL.1","LDZD"
"F_JAF7DJ","EHRD","LDSB",859.78,260.10001,"E190(MEDIUM)","Arrival","PBN","2","PEVAL","LDSB"
"F_SAS7688","LDSP","ESSA",1697.85,206.89999,"A20N(MEDIUM)","Departure","PBN","2","VEBAL.3","LDSP"
"F_EDW421","LDPL","LSZH",1288,101.6,"A320(MEDIUM)","Departure","PBN","2","PEVAL","LDPL"
"F_NAX91C","ENBR","LDDU",1291.38,313.39999,"B738(MEDIUM)","Arrival","PBN","2","PETOV","LDDU"
"F_IBK28Y","EKCH","LDDU",1291.38,313.39999,"B738(MEDIUM)","Arrival","PBN","2","PETOV","LDDU"
"F_RYR9501","EGCC","LDZD",611.4,168.60001,"B738(MEDIUM)","Arrival","PBN","2","PEVAL","LDZD"
"F_SAS4783","ENZV","LDPL",298.83,154.60001,"CRJ9(MEDIUM)","Arrival","PBN","2","OUTSIDE.FIR.NW","LDPL"
"F_AFL2049","LDSP","UUEE",1901.13,206.2,"A320(MEDIUM)","Departure","PBN","2","VEBAL.3","LDSP"
"F_LGL416","LDDU","ELLX",1262.45,353.39999,"DH8D(MEDIUM)","Departure","PBN","2","ROTAR","LDDU"
"F_EZY27PT","EGKK","LDPL",224.98,103.1,"A319(MEDIUM)","Arrival","PBN","2","ROTAR","LDPL"
"F_SAS7496","LDSP","ENGM",2155.02,226.39999,"B738(MEDIUM)","Departure","PBN","2","PETOV","LDSP"
"F_IBK4UH","EKCH","LDZA",273.43,100.4,"B738(MEDIUM)","Arrival","PBN","2","PETOV","LDZA"
"F_TFL148","LDPL","EHAM",1521.18,113.3,"B738(MEDIUM)","Departure","PBN","2","GIRDA","LDPL"
"F_CFG2YZ","LDDU","EDDF",2409.62,325.5,"B733(MEDIUM)","Departure","PBN","2","SABAD","LDDU"
"F_SAS7348","LDSP","ENBR",2168.95,228.3,"B738(MEDIUM)","Departure","PBN","2","PETOV.2","LDSP"
"F_NAX906M","ENGM","LDDU",1237.37,313.39999,"B738(MEDIUM)","Arrival","PBN","2","PETOV","LDDU"
"F_IBK2600","EGKK","LDSP",809.3,225.3,"B738(MEDIUM)","Arrival","PBN","2","SABAD","LDSP"
"F_NAX7LH","LDDU","ENVA",2562.7,305.70001,"B738(MEDIUM)","Departure","PBN","2","OBUTI.2","LDDU"
"F_CTN465","LSZH","LDZA",290.82,94.6,"DH8D(MEDIUM)","Arrival","PBN","2","ARGOM","LDZA"
"F_SAS7841","ESSA","LDSP",908.25,248.2,"B737(MEDIUM)","Arrival","PBN","2","KOPRY","LDSP"
"F_NAX5KH","LDPL","ENGM",1474.32,123.7,"B738(MEDIUM)","Departure","PBN","2","ALIVO","LDPL"
"F_TVF45DA","LDDU","LFPO",2583.77,311.70001,"B738(MEDIUM)","Departure","PBN","2","BAXON","LDDU"
"F_DCAWR","LDSP","EDMA",515.93,263.39999,"C560(MEDIUM)","Departure","PBN","2","OUTSIDE.FIR.NW","LDSP"
"F_EWG59C","LDZD","EDDH",1602.38,168.8,"A319(MEDIUM)","Departure","PBN","2","BUSET","LDZD"
"F_ANE2461","LFLL","LDDU",535.78,219.2,"CRJ9(MEDIUM)","Arrival","PBN","2","VAPUP","LDDU"
"F_THY4TZ","LDZA","LTBA",2048.9,234.5,"A320(MEDIUM)","Departure","PBN","2","MITNO","LDZA"
"F_EWG8F","EDDK","LDZD",527.4,173.10001,"A320(MEDIUM)","Arrival","PBN","2","GIRDA","LDZD"
"F_NAX2LD","ENVA","LDSP",943.32,242.5,"B738(MEDIUM)","Arrival","PBN","2","KOPRY","LDSP"
"F_SCW20Y","LDSP","ESMS",1927.73,243.7,"RJ1H(MEDIUM)","Departure","PBN","2","OUTSIDE.FIR.NE.1","LDSP"
"F_IBK489","LDPL","EFHK",1521.18,113.3,"B738(MEDIUM)","Departure","PBN","2","GIRDA","LDPL"
"F_EWG25G","LDSP","EDDT",1939.72,230.10001,"A319(MEDIUM)","Departure","PBN","2","OBUTI.2","LDSP"
"F_RYR14MU","LDZD","ESKN",1997.43,196.2,"B738(MEDIUM)","Departure","PBN","2","OUTSIDE.FIR.NE","LDZD"
"F_EZY73CU","LDSP","EGNT",1863.32,222.89999,"A319(MEDIUM)","Departure","PBN","2","DARZA","LDSP"
"F_SAS7477","ENBR","LDSP",704.43,216.5,"B737(MEDIUM)","Arrival","PBN","2","SABAD","LDSP"
"F_VLG7725","LEBL","LDDU",541.23,171.2,"A320(MEDIUM)","Arrival","PBN","2","KATTI","LDDU"
"F_CTN415","EDDF","LDZA",226.75,85.3,"A319(MEDIUM)","Arrival","PBN","2","ARGOM","LDZA"
"F_SWR2379","LDPL","LSGG",1093.15,101.9,"A318(MEDIUM)","Departure","PBN","2","PEVAL","LDPL"
"F_RYR68EP","EGSS","LDZD",799.47,175.7,"B738(MEDIUM)","Arrival","PBN","2","GEMKA","LDZD"
"F_EZY367R","EGAA","LDSP",795.25,234.89999,"A319(MEDIUM)","Arrival","PBN","2","LABIN","LDSP"
"F_BAW897","LDPL","EGLL",1288,101.6,"A320(MEDIUM)","Departure","PBN","2","PEVAL","LDPL"
"F_WZZ9512","EPWA","LDSP",783.5,227.7,"A320(MEDIUM)","Arrival","PBN","2","KOPRY","LDSP"
"F_BEL3352","LDDU","EBBR",1972.8,249.39999,"A319(MEDIUM)","Departure","PBN","2","XAMIT","LDDU"
"F_CTN2300","LDZA","LGIR",1972.38,237.5,"A319(MEDIUM)","Departure","PBN","2","OSLUD.1","LDZA"
"F_ASL85N","LDZA","LYBE",482,156.89999,"AT72(MEDIUM)","Departure","PBN","2","LAKIK","LDZA"
"F_CFG1145","LDZD","EDDF",1697.85,191.3,"A319(MEDIUM)","Departure","PBN","2","OUTSIDE.FIR.NW","LDZD"
"F_EZY25PZ","EGGW","LDDU",1238.17,325.39999,"A320(MEDIUM)","Arrival","PBN","2","PEVAL","LDDU"
"F_CTN437","EDDM","LDZA",246.22,85.4,"DH8D(MEDIUM)","Arrival","PBN","2","ARGOM","LDZA"
"F_EZY13XP","LDSP","EGKK",1983.73,247.8,"A319(MEDIUM)","Departure","PBN","2","PEVAL.1","LDSP"
"F_EIN4XT","EIDW","LDPL",339.72,148.60001,"A320(MEDIUM)","Arrival","PBN","2","OUTSIDE.FIR.NW","LDPL"
"F_CTN305","LGAV","LDSP",749.35,229.10001,"A319(MEDIUM)","Arrival","PBN","2","RODON","LDSP"
"F_EZY54ND","LDDU","EGKK",2526.22,365.20001,"A319(MEDIUM)","Departure","PBN","2","ROTAR","LDDU"
"F_EWG50M","LDDU","EDDM",2267.85,325.70001,"A319(MEDIUM)","Departure","PBN","2","SABAD","LDDU"
"F_EIN47M","EIDW","LDSP",869.53,231,"A320(MEDIUM)","Arrival","PBN","2","SABAD","LDSP"
"F_OEFJW","LOWG","LDZA",28.98,110.1,"DA42(MEDIUM)","Arrival","PBN","2","LOWG","LDZA"
"F_IBK285Y","LDZA","EKCH",1252.7,81.6,"B738(MEDIUM)","Departure","PBN","2","OBUTI","LDZA"
"F_EZY81PA#2","LDDU","LFPO",2607.38,353.79999,"A320(MEDIUM)","Departure","PBN","2","ROTAR","LDDU"
"F_NVR642","LDSP","ESSA",2176.73,206.7,"B739(MEDIUM)","Departure","PBN","2","VEBAL.3","LDSP"
"F_JAF5YM","LDSB","EBBR",1637.7,255.39999,"E190(MEDIUM)","Departure","PBN","2","PEVAL.1","LDSB"
"F_EXS830#2","LDPL","EGPH",1317.88,113.2,"B733(MEDIUM)","Departure","PBN","2","GIRDA","LDPL"
"F_EWG48Y","LDZD","EDDM",1668.58,168.60001,"A320(MEDIUM)","Departure","PBN","2","BUSET","LDZD"
"F_SAS4784","LDPL","ENZV",908.03,113.2,"CRJ9(MEDIUM)","Departure","PBN","2","GIRDA","LDPL"
"F_EZY64CN","LDSP","LIPZ",1668.88,166.3,"A320(MEDIUM)","Departure","PBN","2","TORPO","LDSP"
"F_RYR89DD","LDZD","EGCC",1839.57,170,"B738(MEDIUM)","Departure","PBN","2","PEVAL.1","LDZD"
"F_EZY24LR","LDPL","EGKK",1215.98,102,"A319(MEDIUM)","Departure","PBN","2","PEVAL","LDPL"
"F_NAX7PF","LDDU","ENBR",2561.78,305.70001,"B738(MEDIUM)","Departure","PBN","2","OBUTI.2","LDDU"
"F_STK54C","LDDU","EGMC",2017.4,324.89999,"E195(MEDIUM)","Departure","PBN","2","SABAD","LDDU"
"F_VOE27ZP","LDDU","LFST",2175.72,346.5,"B712(MEDIUM)","Departure","PBN","2","PEVAL.1","LDDU"
"F_DLH4EU","EDDF","LDZA",151.63,85.3,"CRJ9(MEDIUM)","Arrival","PBN","2","ARGOM","LDZA"
"F_CTN342","LDZA","LQSA",612.93,155.60001,"DH8D(MEDIUM)","Departure","PBN","2","LQSA","LDZA"
"F_EZY98GT","LDSP","EGCC",2096.6,240.7,"A320(MEDIUM)","Departure","PBN","2","BUSET","LDSP"
"F_WZZ4YS","EGGW","LDSP",773.77,239.3,"A320(MEDIUM)","Arrival","PBN","2","PEVAL","LDSP"
"F_NAX87FU","LDSP","ENZV",2175.85,226.39999,"B738(MEDIUM)","Departure","PBN","2","PETOV","LDSP"
"F_SAS7842","LDSP","ESSA",1895.95,206.10001,"B737(MEDIUM)","Departure","PBN","2","VEBAL.3","LDSP"
"F_NAX97AF","LDDU","ENGM",2561.78,305.70001,"B738(MEDIUM)","Departure","PBN","2","OBUTI.2","LDDU"
"F_VLG7726","LDDU","LEBL",1656.88,171.10001,"A320(MEDIUM)","Departure","PBN","2","KATTI","LDDU"
"F_IBK2601","LDSP","EGKK",2301.27,251.39999,"B738(MEDIUM)","Departure","PBN","2","ROTAR.1","LDSP"
"F_RYR77EN","EDSB","LDZD",573.95,173.60001,"B738(MEDIUM)","Arrival","PBN","2","LABIN","LDZD"
"F_NAX21CV","LDSP","ENVA",2149.23,226.39999,"B738(MEDIUM)","Departure","PBN","2","PETOV","LDSP"
"F_CSA818","LKPR","LDZA",156.95,100.4,"AT45(MEDIUM)","Arrival","PBN","2","PETOV","LDZA"
"F_OEFJW#2","LDZA","LOWG",20.78,91.7,"DA42(MEDIUM)","Departure","PBN","2","LOWG","LDZA"
"F_CTN2823","ESNN","LDSP",1056.87,257.60001,"A320(MEDIUM)","Arrival","PBN","2","KOPRY","LDSP"
"F_EZY21VD","LDDU","EGCC",2195.33,330.10001,"A20N(MEDIUM)","Departure","PBN","2","ALIVO","LDDU"
"F_EWG8VJ","LDZD","EDDK",1715.2,170.7,"A320(MEDIUM)","Departure","PBN","2","GIRDA","LDZD"
"F_RYR65FE","LDZD","EGSS",1839.57,170,"B738(MEDIUM)","Departure","PBN","2","PEVAL.1","LDZD"
"F_SAS7478","LDSP","ENBR",1994.78,228.10001,"B737(MEDIUM)","Departure","PBN","2","DARZA","LDSP"
"F_CTN366","LDZA","LWSK",874.43,235,"DH8D(MEDIUM)","Departure","PBN","2","PODOB","LDZA"
"F_WZZ69","LDSP","EPKT",1923.65,206.2,"A320(MEDIUM)","Departure","PBN","2","VEBAL.3","LDSP"
"F_ANE2462","LDDU","LFLL",1632.12,311.10001,"CRJ9(MEDIUM)","Departure","PBN","2","BAXON","LDDU"
"F_EIN47K","LDPL","EIDW",1288,101.6,"A320(MEDIUM)","Departure","PBN","2","PEVAL","LDPL"
"F_NAX8LN#2","ENGM","LDSP",786.6,214.10001,"B738(MEDIUM)","Arrival","PBN","2","DARZA","LDSP"
"F_IBK81T","LDDU","EKCH",2562.7,305.70001,"B738(MEDIUM)","Departure","PBN","2","OBUTI.2","LDDU"
"F_EZY51XH","LDSP","EGAA",1963.18,243.5,"A319(MEDIUM)","Departure","PBN","2","PEVAL.1","LDSP"
"F_SAS2789","EKCH","LDSP",652.87,227.89999,"CRJ9(MEDIUM)","Arrival","PBN","2","KOPRY","LDSP"
"F_EIN4HJ","LDSP","EIDW",2108.32,243.10001,"A320(MEDIUM)","Departure","PBN","2","PEVAL.1","LDSP"
"F_EZY2042","LDDU","EGGW",2572.52,345.79999,"A320(MEDIUM)","Departure","PBN","2","PEVAL.1","LDDU"
"F_WZZ489","LDSP","EGGW",2108.32,243.10001,"A320(MEDIUM)","Departure","PBN","2","PEVAL.1","LDSP"
"F_AMC7518","LMML","LDZA",970.2,251.89999,"A320(MEDIUM)","Arrival","PBN","2","XOLTA","LDZA"
"F_SAS2790","LDSP","EKCH",1441.23,251.2,"CRJ9(MEDIUM)","Departure","PBN","2","ROTAR.1","LDSP"
"F_NAX1958","ENGM","LDZD",488.8,155,"B738(MEDIUM)","Arrival","PBN","2","DARZA","LDZD"
"F_CTN2301","LGIR","LDZA",1155.32,326.10001,"A319(MEDIUM)","Arrival","PBN","2","VAKSU","LDZA"
"CTN3T","LDPL","LDZD",353.6,77.6,"DH8D(MEDIUM)","Arrival","Current","1","LDPL","LDZD"
"CTN3T","LDPL","LDZD",353.6,77.6,"DH8D(MEDIUM)","Departure","Current","1","LDZD","LDPL"
"TDR811","LDOS","LDZA",254.32,138.89999,"L410(MEDIUM)","Arrival","Current","1","LDOS","LDZA"
"TDR811","LDOS","LDZA",254.32,138.89999,"L410(MEDIUM)","Departure","Current","1","LDZA","LDOS"
"CTN5H","LDSP","LDZA",1300.02,162,"A319(MEDIUM)","Arrival","Current","1","LDSP","LDZA"
"CTN5H","LDSP","LDZA",1300.02,162,"A319(MEDIUM)","Departure","Current","1","LDZA","LDSP"
"CTN6B","LDDU","LDZA",1677.58,238.39999,"A320(MEDIUM)","Arrival","Current","1","LDDU","LDZA"
"CTN6B","LDDU","LDZA",1677.58,238.39999,"A320(MEDIUM)","Departure","Current","1","LDZA","LDDU"
"CTN1W","LDZA","LDSP",649.9,159.39999,"DH8D(MEDIUM)","Arrival","Current","1","LDZA","LDSP"
"CTN1W","LDZA","LDSP",649.9,159.39999,"DH8D(MEDIUM)","Departure","Current","1","LDSP","LDZA"
"CTN3T#2","LDZD","LDZA",457.97,109.2,"DH8D(MEDIUM)","Arrival","Current","1","LDZD","LDZA"
"CTN3T#2","LDZD","LDZA",457.97,109.2,"DH8D(MEDIUM)","Departure","Current","1","LDZA","LDZD"
"CTN6D","LDDU","LDZA",1701.15,248.5,"A319(MEDIUM)","Arrival","Current","1","LDDU","LDZA"
"CTN6D","LDDU","LDZA",1701.15,248.5,"A319(MEDIUM)","Departure","Current","1","LDZA","LDDU"
"TDR812","LDZA","LDOS",225.28,119,"L410(MEDIUM)","Arrival","Current","1","LDZA","LDOS"
"TDR812","LDZA","LDOS",225.28,119,"L410(MEDIUM)","Departure","Current","1","LDOS","LDZA"
"SRK3RM","LDZD","LDSB",321.67,94.2,"SB20(MEDIUM)","Arrival","Current","1","LDZD","LDSB"
"SRK3RM","LDZD","LDSB",321.67,94.2,"SB20(MEDIUM)","Departure","Current","1","LDSB","LDZD"
"TDR815","LDOS","LDPL",414.95,239.8,"L410(MEDIUM)","Arrival","Current","1","LDOS","LDPL"
"TDR815","LDOS","LDPL",414.95,239.8,"L410(MEDIUM)","Departure","Current","1","LDPL","LDOS"
"9ASET#5","LDLO","LDZA",131.93,99.9,"BE9L(MEDIUM)","Arrival","Current","1","LDLO","LDZA"
"9ASET#5","LDLO","LDZA",131.93,99.9,"BE9L(MEDIUM)","Departure","Current","1","LDZA","LDLO"
"CTN2S","LDZA","LDSP",658.08,159.8,"DH8D(MEDIUM)","Arrival","Current","1","LDZA","LDSP"
"CTN2S","LDZA","LDSP",658.08,159.8,"DH8D(MEDIUM)","Departure","Current","1","LDSP","LDZA"
"DGANA","LDZD","LDSB",32.95,84.7,"C82S(MEDIUM)","Arrival","Current","1","LDZD","LDSB"
"DGANA","LDZD","LDSB",32.95,84.7,"C82S(MEDIUM)","Departure","Current","1","LDSB","LDZD"
"SHARK04","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Arrival","Current","1","LDZD","LDZA"
"SHARK04","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Departure","Current","1","LDZA","LDZD"
"CTN640","LDZA","LDSB",625.23,158.89999,"DH8D(MEDIUM)","Arrival","Current","1","LDZA","LDSB"
"CTN640","LDZA","LDSB",625.23,158.89999,"DH8D(MEDIUM)","Departure","Current","1","LDSB","LDZA"
"SHARK05","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Arrival","Current","1","LDZD","LDZA"
"SHARK05","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Departure","Current","1","LDZA","LDZD"
"SHARK07","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Arrival","Current","1","LDZD","LDZA"
"SHARK07","LDZD","LDZA",101.32,109.5,"TEX2(MEDIUM)","Departure","Current","1","LDZA","LDZD"
"CTN654","LDZA","LDSP",1298.48,157.5,"A319(MEDIUM)","Arrival","Current","1","LDZA","LDSP"
"CTN654","LDZA","LDSP",1298.48,157.5,"A319(MEDIUM)","Departure","Current","1","LDSP","LDZA"
"JSH524","LDPL","LDSP",205.58,141.2,"C525(MEDIUM)","Arrival","Current","1","LDPL","LDSP"
"JSH524","LDPL","LDSP",205.58,141.2,"C525(MEDIUM)","Departure","Current","1","LDSP","LDPL"
"SHARK04_2","LDZA","LDZD",111.38,130.2,"TEX2(MEDIUM)","Arrival","Current","1","LDZA","LDZD"
"SHARK04_2","LDZA","LDZD",111.38,130.2,"TEX2(MEDIUM)","Departure","Current","1","LDZD","LDZA"
"SHARK05_2","LDZA","LDZD",111.38,130.2,"TEX2(MEDIUM)","Arrival","Current","1","LDZA","LDZD"
"SHARK05_2","LDZA","LDZD",111.38,130.2,"TEX2(MEDIUM)","Departure","Current","1","LDZD","LDZA"
"9ASET#6","LDZA","LDLO",145.12,116.4,"BE9L(MEDIUM)","Arrival","Current","1","LDZA","LDLO"
"9ASET#6","LDZA","LDLO",145.12,116.4,"BE9L(MEDIUM)","Departure","Current","1","LDLO","LDZA"
"SHARK07_2","LDZA","LDZD",116.53,130.2,"TEX2(MEDIUM)","Arrival","Current","1","LDZA","LDZD"
"SHARK07_2","LDZA","LDZD",116.53,130.2,"TEX2(MEDIUM)","Departure","Current","1","LDZD","LDZA"
"JSH525","LDSP","LDPL",262.83,177.8,"C525(MEDIUM)","Arrival","Current","1","LDSP","LDPL"
"JSH525","LDSP","LDPL",262.83,177.8,"C525(MEDIUM)","Departure","Current","1","LDPL","LDSP"
"CTN8A","LDZA","LDDU",1597.65,222.8,"A319(MEDIUM)","Arrival","Current","1","LDZA","LDDU"
"CTN8A","LDZA","LDDU",1597.65,222.8,"A319(MEDIUM)","Departure","Current","1","LDDU","LDZA"
"CTN658","LDZA","LDSP",651.48,159.5,"DH8D(MEDIUM)","Arrival","Current","1","LDZA","LDSP"
"CTN658","LDZA","LDSP",651.48,159.5,"DH8D(MEDIUM)","Departure","Current","1","LDSP","LDZA"
"CTN384","LDZA","LDDU",829.18,223.89999,"DH8D(MEDIUM)","Arrival","Current","1","LDZA","LDDU"
"CTN384","LDZA","LDDU",829.18,223.89999,"DH8D(MEDIUM)","Departure","Current","1","LDDU","LDZA"
"CTN3RC#2","LDZA","LDDU",1102.52,223.3,"CRJ9(MEDIUM)","Arrival","Current","1","LDZA","LDDU"
"CTN3RC#2","LDZA","LDDU",1102.52,223.3,"CRJ9(MEDIUM)","Departure","Current","1","LDDU","LDZA"
"TDR818","LDPL","LDOS",378.3,217.39999,"L410(MEDIUM)","Arrival","Current","1","LDPL","LDOS"
"TDR818","LDPL","LDOS",378.3,217.39999,"L410(MEDIUM)","Departure","Current","1","LDOS","LDPL"
"MRONE","LDZD","LDDU",454.93,161.8,"F2TH(MEDIUM)","Arrival","Current","1","LDZD","LDDU"
"MRONE","LDZD","LDDU",454.93,161.8,"F2TH(MEDIUM)","Departure","Current","1","LDDU","LDZD"
"CTN5J","LDSP","LDZA",627.25,155.39999,"DH8D(MEDIUM)","Arrival","Current","1","LDSP","LDZA"
"CTN5J","LDSP","LDZA",627.25,155.39999,"DH8D(MEDIUM)","Departure","Current","1","LDZA","LDSP"
"CTN641","LDSB","LDZA",632.07,161.8,"DH8D(MEDIUM)","Arrival","Current","1","LDSB","LDZA"
"CTN641","LDSB","LDZA",632.07,161.8,"DH8D(MEDIUM)","Departure","Current","1","LDZA","LDSB"
"TDR813","LDOS","LDZA",256.18,138.89999,"L410(MEDIUM)","Arrival","Current","1","LDOS","LDZA"
"TDR813","LDOS","LDZA",256.18,138.89999,"L410(MEDIUM)","Departure","Current","1","LDZA","LDOS"
"CTN627","LDSP","LDOS",731.15,188,"DH8D(MEDIUM)","Arrival","Current","1","LDSP","LDOS"
"CTN627","LDSP","LDOS",731.15,188,"DH8D(MEDIUM)","Departure","Current","1","LDOS","LDSP"
"CTN385","LDDU","LDZA",867.95,236.60001,"DH8D(MEDIUM)","Arrival","Current","1","LDDU","LDZA"
"CTN385","LDDU","LDZA",867.95,236.60001,"DH8D(MEDIUM)","Departure","Current","1","LDZA","LDDU"
"CTN626","LDOS","LDSP",763.48,194.89999,"DH8D(MEDIUM)","Arrival","Current","1","LDOS","LDSP"
"CTN626","LDOS","LDSP",763.48,194.89999,"DH8D(MEDIUM)","Departure","Current","1","LDSP","LDOS"
"CTN5N","LDSP","LDZA",638.9,159.89999,"DH8D(MEDIUM)","Arrival","Current","1","LDSP","LDZA"
"CTN5N","LDSP","LDZA",638.9,159.89999,"DH8D(MEDIUM)","Departure","Current","1","LDZA","LDSP"
"CTN301","LDDU","LDZA",1150.75,236.89999,"CRJ9(MEDIUM)","Arrival","Current","1","LDDU","LDZA"
"CTN301","LDDU","LDZA",1150.75,236.89999,"CRJ9(MEDIUM)","Departure","Current","1","LDZA","LDDU"
"TDR814","LDZA","LDOS",235.67,119,"L410(MEDIUM)","Arrival","Current","1","LDZA","LDOS"
"TDR814","LDZA","LDOS",235.67,119,"L410(MEDIUM)","Departure","Current","1","LDOS","LDZA"
"CTN6X","LDDU","LDZA",1594.6,238.8,"A319(MEDIUM)","Arrival","Current","1","LDDU","LDZA"
"CTN6X","LDDU","LDZA",1594.6,238.8,"A319(MEDIUM)","Departure","Current","1","LDZA","LDDU"
"CTN5R","LDSP","LDZA",629.6,155.39999,"DH8D(MEDIUM)","Arrival","Current","1","LDSP","LDZA"
"CTN5R","LDSP","LDZA",629.6,155.39999,"DH8D(MEDIUM)","Departure","Current","1","LDZA","LDSP"
