"Callsign","Origin","Destination","FuelBurn","TrackMiles","AircraftType","RoutingType","Scenario","Runway","Waypoint","Airport"
"CTN4AS","EHAM","LDZA",256.1,92,"A319(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"SAS7398","LDSP","ENAL",2146.5,226.8,"B738(MEDIUM)","Departure","Current","1","PETOV","LDSP"
"EXS13CE","LDDU","EGBB",2756.78,344.10001,"B738(MEDIUM)","Departure","Current","1","PEVAL.1","LDDU"
"EDW448","LSZH","LDSP",799.37,230.10001,"A320(MEDIUM)","Arrival","Current","1","PEVAL","LDSP"
"FIN8KT","LDSP","EFHK",2274.68,206.10001,"A321(MEDIUM)","Departure","Current","1","VEBAL.3","LDSP"
"EZY72GQ","LIMC","LDDU",1227.7,322.79999,"A320(MEDIUM)","Arrival","Current","1","LABIN","LDDU"
"EWG7GB","LDRI","EDDT",1332.17,110.7,"A319(MEDIUM)","Departure","Current","1","ALIVO","LDRI"
"CTN461","LSZH","LDZA",282.53,94.1,"DH8D(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"EZS1205","LFSB","LDPL",224.07,103.1,"A320(MEDIUM)","Arrival","Current","1","ROTAR","LDPL"
"DLH3AE","EDDM","LDZA",208.48,90.6,"CRJ9(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"CTN481","EKCH","LDZA",194.58,94.1,"CRJ9(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"CTN380","LDSP","LIRF",566.32,129.2,"DH8D(MEDIUM)","Departure","Current","1","VELUG","LDSP"
"SAS2832","LDSP","EKCH",1895.63,206.2,"A320(MEDIUM)","Departure","Current","1","VEBAL.3","LDSP"
"AEE789","LDZD","LGAV",895.8,238,"DH8D(MEDIUM)","Departure","Current","1","PETAK","LDZD"
"DLH8KY","EDDF","LDZA",199.9,94.1,"CRJ9(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"WRC771","UKBB","LDPL",881.47,213.39999,"A321(MEDIUM)","Arrival","Current","1","KOPRY","LDPL"
"VLG24BM","LEBL","LDSP",354.27,130.3,"A320(MEDIUM)","Arrival","Current","1","VAPUP","LDSP"
"FPG288","LSGG","LDZA",117.37,87.7,"G280(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"EWG6JF","EDDV","LDSP",1039.1,255.10001,"B738(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDSP"
"SAS4734","LDSP","ENGM",2146.5,226.8,"B738(MEDIUM)","Departure","Current","1","PETOV","LDSP"
"CSA6904","LOWL","LDSB",523.28,218.3,"AT75(MEDIUM)","Arrival","Current","1","DARZA","LDSB"
"AEE784","LGAV","LDDU",428.55,102.6,"A319(MEDIUM)","Arrival","Current","1","MOKUN","LDDU"
"NAX4TM","ENBR","LDSP",817.05,209.3,"B738(MEDIUM)","Arrival","Current","1","DARZA","LDSP"
"CTN474V","LDSP","LFLL",674.52,163.8,"DH8D(MEDIUM)","Departure","Current","1","TORPO","LDSP"
"IBE31MM","LDZA","LEMD",2253.2,209.2,"A321(MEDIUM)","Departure","Current","1","ROTAR","LDZA"
"MSSYS","LDDU","LLSD",222.35,78.2,"C25C(MEDIUM)","Departure","Current","1","MOKUN","LDDU"
"VOE22RY","LFRS","LDDU",913.52,250.89999,"A319(MEDIUM)","Arrival","Current","1","TORPO","LDDU"
"N474CG","LFBZ","LDPL",55.88,103.1,"EA50(MEDIUM)","Arrival","Current","1","ROTAR","LDPL"
"EZY4806","LDDU","LIRN",1301.97,117.2,"A320(MEDIUM)","Departure","Current","1","AIOSA","LDDU"
"EWG4DS","EDDL","LDSP",781.63,211.60001,"A319(MEDIUM)","Arrival","Current","1","SABAD","LDSP"
"BAW85GA","LDZA","EGLL",1382.32,114.6,"A320(MEDIUM)","Departure","Current","1","PODET","LDZA"
"EZY42AG","EDDB","LDDU",1199.23,321.5,"A320(MEDIUM)","Arrival","Current","1","PETOV","LDDU"
"DLH1477","LDZD","EDDF",1609.02,169.5,"A319(MEDIUM)","Departure","Current","1","PEVAL.1","LDZD"
"DFTON#2","LDPL","EDVE",104.45,102.6,"PC12(MEDIUM)","Departure","Current","1","PEVAL","LDPL"
"N154QS","LDSB","LIML",1154.3,177.2,"GLEX(MEDIUM)","Departure","Current","1","TORPO","LDSB"
"BRO30","LDSP","LIMC",272.43,249,"BE20(MEDIUM)","Departure","Current","1","ROTAR.1","LDSP"
"9AJIM#2","UKLL","LDZD",160.92,193.89999,"C525(MEDIUM)","Arrival","Current","1","KOPRY","LDZD"
"VLG6755","LDZD","LIRF",1410.12,124.7,"A320(MEDIUM)","Departure","Current","1","TORPO","LDZD"
"CTN4AU","LDSP","LOWW",859.85,230.2,"DH8D(MEDIUM)","Departure","Current","1","OBUTI.2","LDSP"
"CTN475","LFPG","LDSP",725.2,225.60001,"A319(MEDIUM)","Arrival","Current","1","LABIN","LDSP"
"EWG9RC","LDSP","EDDK",1952.63,242.7,"A319(MEDIUM)","Departure","Current","1","PEVAL.1","LDSP"
"NAX37Z","LDDU","ENZV",2533.23,301.29999,"B738(MEDIUM)","Departure","Current","1","OBUTI.2","LDDU"
"TVS3AC#2","LKPR","LDDU",1371.97,313.39999,"B739(MEDIUM)","Arrival","Current","1","PETOV","LDDU"
"EZY6269","EGGD","LDPL",276.78,134.10001,"A320(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDPL"
"TVS1DE","LKPR","LDSP",951.92,209.10001,"B739(MEDIUM)","Arrival","Current","1","DARZA","LDSP"
"VLG6737","LDDU","LIRF",1649.63,168.89999,"A320(MEDIUM)","Departure","Current","1","KATTI","LDDU"
"AUA731D","LOWW","LDDU",985.3,269,"A320(MEDIUM)","Arrival","Current","1","KOPRY","LDDU"
"RYR6947","LDRI","EBCI",1517.17,109.9,"B738(MEDIUM)","Departure","Current","1","ALIVO","LDRI"
"AFL2041","LDZA","UUEE",1121.23,79.9,"A320(MEDIUM)","Departure","Current","1","KOPRY","LDZA"
"BEL2AX","EBBR","LDSP",777.38,225.7,"A320(MEDIUM)","Arrival","Current","1","LABIN","LDSP"
"IBK5DH","LDDU","EFHK",1242,76.6,"B738(MEDIUM)","Departure","Current","1","MOKUN","LDDU"
"AUA683V","LOWW","LDZA",341.92,111.5,"DH8D(MEDIUM)","Arrival","Current","1","KOPRY","LDZA"
"EIN47W","LDDU","EIDW",3085.12,343.79999,"A321(MEDIUM)","Departure","Current","1","PEVAL.1","LDDU"
"EZY4739","EDDB","LDPL",523.07,183.39999,"A319(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NE","LDPL"
"CTN412","LDSP","EDDF",1939.58,242.7,"A319(MEDIUM)","Departure","Current","1","PEVAL.1","LDSP"
"AFR26EH","LFPG","LDZA",217.7,87.7,"A320(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"STK18P","EGMC","LDZD",490.85,165.89999,"E195(MEDIUM)","Arrival","Current","1","GIRDA","LDZD"
"N474CG#2","LDPL","LSZH",118.52,114.2,"EA50(MEDIUM)","Departure","Current","1","GIRDA","LDPL"
"AUA745","LOWW","LDSP",843.35,222.89999,"A320(MEDIUM)","Arrival","Current","1","KOPRY","LDSP"
"EZS59YK","LDSP","LSGG",1930.65,210.2,"A320(MEDIUM)","Departure","Current","1","BAXON","LDSP"
"CTN442T","LDSB","LOWG",882.85,245,"DH8D(MEDIUM)","Departure","Current","1","LOWG","LDSB"
"CTN4483","EKCH","LDSP",834.15,222.89999,"A320(MEDIUM)","Arrival","Current","1","KOPRY","LDSP"
"LOT582","LDZD","EPWA",1296.55,159.7,"E195(MEDIUM)","Departure","Current","1","DARZA","LDZD"
"ASL38F","LYBE","LDPL",730.22,321.70001,"AT72(MEDIUM)","Arrival","Current","1","VEBAR","LDPL"
"SBI930","LDPL","UUDD",1456.93,124.2,"A320(MEDIUM)","Departure","Current","1","ALIVO","LDPL"
"TDR9275","LDDU","LOWK",1971.77,323.10001,"F100(MEDIUM)","Departure","Current","1","DARZA","LDDU"
"VOE22KT","LFBD","LDDU",847.55,250.89999,"B712(MEDIUM)","Arrival","Current","1","TORPO","LDDU"
"EXS96B","LDDU","EGCC",3888.92,352.20001,"B752(MEDIUM)","Departure","Current","1","ROTAR","LDDU"
"ASL70W","LYBE","LDDU",422.03,114.6,"A319(MEDIUM)","Arrival","Current","1","MOKUN","LDDU"
"BAW681D","LDDU","EGKK",2557.4,344.39999,"A320(MEDIUM)","Departure","Current","1","PEVAL.1","LDDU"
"EZY32XU","EHAM","LDSP",812.52,226.3,"A320(MEDIUM)","Arrival","Current","1","BUSET","LDSP"
"VLG6732","LIRF","LDSP",401.1,153.89999,"A320(MEDIUM)","Arrival","Current","1","TORPO","LDSP"
"EXS916","LDSP","EGCC",2239.45,241.8,"B738(MEDIUM)","Departure","Current","1","PEVAL.1","LDSP"
"EXS79CX","LDDU","EGSS",5177.17,322.39999,"B763(MEDIUM)","Departure","Current","1","DARZA","LDDU"
"AFR59EP","LFPG","LDDU",1114.62,322.70001,"A319(MEDIUM)","Arrival","Current","1","LABIN","LDDU"
"EZS52HP","LDPL","LFSB",1305.92,103.8,"A320(MEDIUM)","Departure","Current","1","PEVAL","LDPL"
"AHO247Y","LDDU","LRCK",236.47,77.5,"C56X(MEDIUM)","Departure","Current","1","MOKUN","LDDU"
"EZY64GM","LDSP","LFPG",1913.25,210.2,"A320(MEDIUM)","Departure","Current","1","BAXON","LDSP"
"PHHRK","LGAV","LDZA",204.43,262.70001,"P180(MEDIUM)","Arrival","Current","1","PERAN","LDZA"
"DLH4KW","LDZA","EDDM",894.43,114.1,"CRJ9(MEDIUM)","Departure","Current","1","PODET","LDZA"
"HBFWZ#2","LDDU","LSGL",157.92,169.5,"PC12(MEDIUM)","Departure","Current","1","KATTI","LDDU"
"CTN432","LDSP","EDDT",1880.38,228.7,"A319(MEDIUM)","Departure","Current","1","ALIVO","LDSP"
"N786XJ","LFMN","LDZD",212,129.60001,"C750(MEDIUM)","Arrival","Current","1","TORPO","LDZD"
"EDW449","LDSP","LSZH",2072.92,241.89999,"A320(MEDIUM)","Departure","Current","1","PEVAL.1","LDSP"
"CTN381","LIRF","LDSP",377,130.3,"DH8D(MEDIUM)","Arrival","Current","1","VAPUP","LDSP"
"AEE785","LDDU","LGAV",986.6,76.6,"A319(MEDIUM)","Departure","Current","1","MOKUN","LDDU"
"EZY31TJ","EGKK","LDSP",765.58,221.8,"A320(MEDIUM)","Arrival","Current","1","SABAD","LDSP"
"TRA79L","EHRD","LDPL",454.68,146,"B737(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDPL"
"VOE22BV","LDDU","LFRS",1730.2,203.10001,"A319(MEDIUM)","Departure","Current","1","VELUG","LDDU"
"DLH3CH","LDZA","EDDF",750.22,81.1,"CRJ9(MEDIUM)","Departure","Current","1","OBUTI","LDZA"
"JAF55W","LFRG","LDSB",955.23,260.10001,"E190(MEDIUM)","Arrival","Current","1","PEVAL","LDSB"
"TRA43M","EHRD","LDSP",1039.1,255.10001,"B738(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDSP"
"FPG288#2","LDZA","LSGG",440.38,114.5,"G280(MEDIUM)","Departure","Current","1","PODET","LDZA"
"CTN26T","LDZA","LPPT",1261.57,207.8,"CRJ9(MEDIUM)","Departure","Current","1","ROTAR","LDZA"
"MRONE#2","LFMD","LDZD",282.58,166.3,"F2TH(MEDIUM)","Arrival","Current","1","LABIN","LDZD"
"EWG7UT","LDSP","EDDV",1965.68,193.89999,"B738(MEDIUM)","Departure","Current","1","OUTSIDE.FIR.N","LDSP"
"NAX95DB","LDSP","ENBR",2172.68,226.8,"B738(MEDIUM)","Departure","Current","1","PETOV","LDSP"
"VJT417","LSZH","LDDU",523.5,325.39999,"G280(MEDIUM)","Arrival","Current","1","PEVAL","LDDU"
"WRC772","LDPL","UKBB",2118.67,184.3,"A321(MEDIUM)","Departure","Current","1","KOPRY","LDPL"
"CTN492","LDSP","EGLL",2072.48,238.8,"A320(MEDIUM)","Departure","Current","1","BUSET","LDSP"
"9AJIM","LDZD","LOWK",225.65,126.5,"C525(MEDIUM)","Departure","Current","1","OUTSIDE.FIR.N","LDZD"
"EZY2938","LDDU","LIMC",2599.2,352.60001,"A320(MEDIUM)","Departure","Current","1","ROTAR","LDDU"
"CSA6901","LDSB","LOWI",744.98,253.5,"AT75(MEDIUM)","Departure","Current","1","GEMKA","LDSB"
"DLH1720","EDDM","LDZD",638.32,165.8,"A320(MEDIUM)","Arrival","Current","1","GIRDA","LDZD"
"VLG24DR","LDSP","LEBL",1913.25,210.2,"A320(MEDIUM)","Departure","Current","1","BAXON","LDSP"
"EWG2XC","LDSP","EDDL",1952.63,242.7,"A319(MEDIUM)","Departure","Current","1","PEVAL.1","LDSP"
"DLH1UX","EDDM","LDDU",1118.93,306.29999,"A320(MEDIUM)","Arrival","Current","1","SABAD","LDDU"
"GMI23TJ","LFBO","LDDU",489.98,172.39999,"A319(MEDIUM)","Arrival","Current","1","KATTI","LDDU"
"EZS19DF","LSGG","LDDU",912.1,258.79999,"A320(MEDIUM)","Arrival","Current","1","TORPO","LDDU"
"RYR612B","EDDF","LDRI",228.27,84.5,"B738(MEDIUM)","Arrival","Current","1","ARMIX","LDRI"
"CTN4HV","LOWW","LDSP",662.35,211.89999,"DH8D(MEDIUM)","Arrival","Current","1","SABAD","LDSP"
"STK67R","LDZD","EGMC",1343.43,169.39999,"E195(MEDIUM)","Departure","Current","1","PEVAL.1","LDZD"
"EZY4740#2","LDPL","EDDB",1393.33,124.2,"A319(MEDIUM)","Departure","Current","1","ALIVO","LDPL"
"EZY29XP","LDDU","EDDB",2446.57,322.29999,"A320(MEDIUM)","Departure","Current","1","OBUTI.1","LDDU"
"TVS2DE","LDSP","LKPR",2265.1,226.60001,"B739(MEDIUM)","Departure","Current","1","PETOV","LDSP"
"IBE32GG","LEMD","LDSP",491.45,153.89999,"A321(MEDIUM)","Arrival","Current","1","TORPO","LDSP"
"EZY6270","LDPL","EGGD",1305.92,103.8,"A320(MEDIUM)","Departure","Current","1","PEVAL","LDPL"
"CTN245T","LOWG","LDSB",899.58,244.7,"DH8D(MEDIUM)","Arrival","Current","1","LOWG","LDSB"
"AEE780","LGAV","LDZA",792.13,262.5,"DH8D(MEDIUM)","Arrival","Current","1","PERAN","LDZA"
"ADR43B","LDSB","LJLJ",1050.65,216.7,"CRJ9(MEDIUM)","Departure","Current","1","LJLJ","LDSB"
"AFR22CR","LDZA","LFPG",1382.32,114.6,"A320(MEDIUM)","Departure","Current","1","PODET","LDZA"
"EWG9900","EDDL","LDZA",254.23,87.8,"DH8D(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"TVS4AC","LDDU","LKPR",2772.23,322.5,"B739(MEDIUM)","Departure","Current","1","DARZA","LDDU"
"AUA684T","LDZA","LOWW",406.75,81.2,"DH8D(MEDIUM)","Departure","Current","1","OBUTI","LDZA"
"BEL3354","LDSP","EBBR",2167.92,260.70001,"A320(MEDIUM)","Departure","Current","1","OUTSIDE.FIR.NW","LDSP"
"ASL93N","LDDU","LYBE",1087.17,76.6,"A319(MEDIUM)","Departure","Current","1","MOKUN","LDDU"
"N889JA","LIRQ","LDDU",613.52,250.89999,"GLEX(MEDIUM)","Arrival","Current","1","TORPO","LDDU"
"TVL5087","LGZA","LDDU",286.12,102.8,"B738(MEDIUM)","Arrival","Current","1","MOKUN","LDDU"
"AUA72HR","LDDU","LOWW",2446.57,322.29999,"A320(MEDIUM)","Departure","Current","1","OBUTI.1","LDDU"
"DLH8FR","EDDM","LDSP",776.6,211.60001,"A320(MEDIUM)","Arrival","Current","1","SABAD","LDSP"
"CTN2840","LDSP","ESNZ",1990.63,226.89999,"A320(MEDIUM)","Departure","Current","1","PETOV","LDSP"
"PHHRK#2","LDZA","EHRD",147.48,113.9,"P180(MEDIUM)","Departure","Current","1","PODET","LDZA"
"JSY218D","LGMK","LDZA",228.17,245.5,"C25A(MEDIUM)","Arrival","Current","1","OSLUD","LDZA"
"VOE22DU","LDDU","LFML",1520.1,203.7,"B712(MEDIUM)","Departure","Current","1","VELUG","LDDU"
"DLH3NL","EDDM","LDZA",200,87.6,"E195(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"AUA79T","LDSP","LOWW",2010.7,231,"A320(MEDIUM)","Departure","Current","1","OBUTI.2","LDSP"
"CTN52R","LDSP","LFPG",1803.13,210.8,"A319(MEDIUM)","Departure","Current","1","BAXON","LDSP"
"ASL97Y","LDPL","LYBE",752.63,275.79999,"AT72(MEDIUM)","Departure","Current","1","SOMUN","LDPL"
"N123CZ","EGSC","LDSB",239.08,261,"C25B(MEDIUM)","Arrival","Current","1","PEVAL","LDSB"
"VLG6733","LDSP","LIRF",1434.6,129.5,"A320(MEDIUM)","Departure","Current","1","VELUG","LDSP"
"EWG960","EDDK","LDRI",207.97,84.5,"A319(MEDIUM)","Arrival","Current","1","ARMIX","LDRI"
"UAE130","LDZA","OMDB",6459.87,182.8,"B77W(MEDIUM)","Departure","Current","1","TUVAR.1","LDZA"
"EWG3LY","EDDK","LDSP",725.2,225.60001,"A319(MEDIUM)","Arrival","Current","1","LABIN","LDSP"
"TRA5998","LDPL","EHRD",1299.1,104.6,"B737(MEDIUM)","Departure","Current","1","PEVAL","LDPL"
"EZY21FD","LDSP","EHAM",2025.28,228.8,"A320(MEDIUM)","Departure","Current","1","SABAD.1","LDSP"
"EZS59NC","LSGG","LDSP",459.72,153.89999,"A320(MEDIUM)","Arrival","Current","1","TORPO","LDSP"
"IBK6180","LEMD","LDDU",497.68,168.7,"B738(MEDIUM)","Arrival","Current","1","KATTI","LDDU"
"EZS1039","LFSB","LDSP",896.4,211.60001,"A319(MEDIUM)","Arrival","Current","1","SABAD","LDSP"
"SCW11C","EKCH","LDSP",882.92,209.3,"RJ1H(MEDIUM)","Arrival","Current","1","DARZA","LDSP"
"EZY16XU","LIPZ","LDDU",1881.23,336.20001,"A320(MEDIUM)","Arrival","Current","1","ROTAR","LDDU"
"JAF10A","LDSB","EHRD",1658.75,255.39999,"E190(MEDIUM)","Departure","Current","1","PEVAL.1","LDSB"
"RYR4365","LDRI","EDDF",1517.17,109.9,"B738(MEDIUM)","Departure","Current","1","ALIVO","LDRI"
"CTN475V","LFLL","LDSP",434.25,154,"DH8D(MEDIUM)","Arrival","Current","1","TORPO","LDSP"
"CTN384#2","LDDU","LIRF",686.7,169.2,"DH8D(MEDIUM)","Departure","Current","1","KATTI","LDDU"
"EWG6ZV","EDDS","LDPL",477.2,134,"A319(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDPL"
"BEL3357","EBBR","LDZD",414.47,167.7,"SU95(MEDIUM)","Arrival","Current","1","PEVAL","LDZD"
"TVL5087#2","LDDU","LHBP",1893.1,182.7,"B738(MEDIUM)","Departure","Current","1","VEBAR","LDDU"
"CTN19H","EDDF","LDZA",237.67,87.6,"A319(MEDIUM)","Arrival","Current","1","ARGOM","LDZA"
"CTN4462","LDSP","LSZH",907.72,237.60001,"DH8D(MEDIUM)","Departure","Current","1","BUSET","LDSP"
"PEV510","LSZR","LDPL",208.02,103.1,"E170(MEDIUM)","Arrival","Current","1","ROTAR","LDPL"
"WZZ1044","EPKT","LDSP",843.35,222.89999,"A320(MEDIUM)","Arrival","Current","1","KOPRY","LDSP"
"CTN27D","LDDU","EDDF",2251.37,322.5,"A319(MEDIUM)","Departure","Current","1","DARZA","LDDU"
"N889JA#2","LDDU","LYTV",219.25,23.5,"GLEX(MEDIUM)","Departure","Current","1","LYTV","LDDU"
"VOE2720","LFST","LDDU",1280.17,322.70001,"B712(MEDIUM)","Arrival","Current","1","LABIN","LDDU"
"BTI9PG","EVRA","LDDU",258.08,109.3,"B735(MEDIUM)","Arrival","Current","1","MOKUN","LDDU"
"JSY216D","LGKR","LDZA",281.8,294.89999,"C25A(MEDIUM)","Arrival","Current","1","AIOSA","LDZA"
"EWG4082","EDLW","LDSP",873.08,255,"A319(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDSP"
"LGL463","ELLX","LDSB",745.95,256.70001,"DH8D(MEDIUM)","Arrival","Current","1","LABIN","LDSB"
"AFR62TY","LDDU","LFPG",2343.03,344,"A319(MEDIUM)","Departure","Current","1","PEVAL.1","LDDU"
"DLH5NV","EDDF","LDDU",1109.12,298.39999,"A320(MEDIUM)","Arrival","Current","1","SABAD","LDDU"
"CTN3RC","LDDU","LGAV",647.2,77.9,"CRJ9(MEDIUM)","Departure","Current","1","MOKUN","LDDU"
"EZY17VX","LDSP","EGKK",2072.92,241.89999,"A320(MEDIUM)","Departure","Current","1","PEVAL.1","LDSP"
"DLH1721","LDZD","EDDM",1656.43,168,"A320(MEDIUM)","Departure","Current","1","BUSET","LDZD"
"GMI87QS","LDDU","LFBO",1682.72,190.3,"A319(MEDIUM)","Departure","Current","1","XOLTA","LDDU"
"TRA37X","LDSP","EHRD",2240.72,238.60001,"B738(MEDIUM)","Departure","Current","1","BUSET","LDSP"
"RYR15QH","LDZD","EDJA",1820.72,169.2,"B738(MEDIUM)","Departure","Current","1","PEVAL.1","LDZD"
"DLH4LT","EDDF","LDSP",1197.48,224.2,"A321(MEDIUM)","Arrival","Current","1","ARMIX","LDSP"
"AEE781","LDZA","LGAV",890.75,241.60001,"DH8D(MEDIUM)","Departure","Current","1","NILKU","LDZA"
"CTN433","EDDT","LDSP",686.85,211.5,"A319(MEDIUM)","Arrival","Current","1","SABAD","LDSP"
"EZY9006","LDSP","EGKK",1952.63,242.7,"A319(MEDIUM)","Departure","Current","1","PEVAL.1","LDSP"
"DLH5YW","EDDF","LDPL",272.32,134.10001,"CRJ9(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDPL"
"EWG961","LDRI","EDDK",1332.17,110.7,"A319(MEDIUM)","Departure","Current","1","ALIVO","LDRI"
"EWG9901","LDZA","EDDL",411.27,81.2,"DH8D(MEDIUM)","Departure","Current","1","OBUTI","LDZA"
"IBE3277","LDSP","LEMD",1744.62,129.5,"A321(MEDIUM)","Departure","Current","1","VELUG","LDSP"
"DLH7VT","LDDU","EDDM",2458.68,322.39999,"A320(MEDIUM)","Departure","Current","1","SABAD","LDDU"
"EZS61CU","LDDU","LSGG",2599.2,352.60001,"A320(MEDIUM)","Departure","Current","1","ROTAR","LDDU"
"EXS24K","EGNM","LDSP",1106.18,255,"B733(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDSP"
"DLH1EN","LDZA","EDDM",1063.57,114.3,"E195(MEDIUM)","Departure","Current","1","PODET","LDZA"
"JFA74A","LIRZ","LDSB",129.42,183.10001,"PC12(MEDIUM)","Arrival","Current","1","TORPO","LDSB"
"SCW7D","ESGG","LDSP",866.75,209.10001,"RJ1H(MEDIUM)","Arrival","Current","1","DARZA","LDSP"
"LOT565","EPWA","LDDU",952.32,254.39999,"E195(MEDIUM)","Arrival","Current","1","BAREB","LDDU"
"CSA6900","LOWI","LDSB",528.52,221.8,"AT75(MEDIUM)","Arrival","Current","1","SABAD","LDSB"
"QTR2N","LDZA","OTHH",1772.67,183.3,"A320(MEDIUM)","Departure","Current","1","TUVAR.1","LDZA"
"DLH1717","LDSP","EDDM",2040.52,228.8,"A320(MEDIUM)","Departure","Current","1","DARZA","LDSP"
"SCW8270","ESOE","LDSP",939.23,222.8,"RJ1H(MEDIUM)","Arrival","Current","1","KOPRY","LDSP"
"CTN438","LDSP","EDDM",873.22,226.60001,"DH8D(MEDIUM)","Departure","Current","1","ALIVO","LDSP"
"EWG51V","LDSP","EDDK",1952.63,242.7,"A319(MEDIUM)","Departure","Current","1","PEVAL.1","LDSP"
"EZY24QL","EGGW","LDSP",700.62,211.60001,"A320(MEDIUM)","Arrival","Current","1","SABAD","LDSP"
"EZY969B","EDDT","LDPL",578.47,200.8,"A320(MEDIUM)","Arrival","Current","1","PETOV","LDPL"
"IBE31ZA","LEMD","LDDU",448.62,168.7,"A320(MEDIUM)","Arrival","Current","1","KATTI","LDDU"
"EZS94DN","LDSP","LFSB",1992.23,250.89999,"A319(MEDIUM)","Departure","Current","1","ROTAR.1","LDSP"
"EWG2AL","LDPL","EDDS",1234.37,104.2,"A319(MEDIUM)","Departure","Current","1","PEVAL","LDPL"
"SAS7341","ENVA","LDSP",823.15,214.5,"B738(MEDIUM)","Arrival","Current","1","DARZA","LDSP"
"EZS1320","LDSP","LSGG",1948.27,210.2,"A320(MEDIUM)","Departure","Current","1","BAXON","LDSP"
"EWG7984","EDDH","LDSP",771.55,222.7,"A320(MEDIUM)","Arrival","Current","1","SABAD","LDSP"
"PEV511","LDPL","LSZR",797.52,104.3,"E170(MEDIUM)","Departure","Current","1","PEVAL","LDPL"
"CTN464","LDZA","LSZH",514.53,114.2,"DH8D(MEDIUM)","Departure","Current","1","PODET","LDZA"
"CTN414","LDZA","EDDF",1091.02,81.3,"A319(MEDIUM)","Departure","Current","1","OBUTI","LDZA"
"IBK6181","LDDU","LEMD",1845.47,168.89999,"B738(MEDIUM)","Departure","Current","1","KATTI","LDDU"
"BEL3358","LDZD","EBBR",1311.72,169.2,"SU95(MEDIUM)","Departure","Current","1","PEVAL.1","LDZD"
"SCW12C","LDSP","EKCH",1942.05,243.60001,"RJ1H(MEDIUM)","Departure","Current","1","OUTSIDE.FIR.NE.1","LDSP"
"SAS1825","ESSA","LDSP",741.25,222.89999,"A20N(MEDIUM)","Arrival","Current","1","KOPRY","LDSP"
"EWG9970","EDDL","LDZD",444.18,167.7,"A319(MEDIUM)","Arrival","Current","1","PEVAL","LDZD"
"SAS1881","ESSA","LDPL",517.87,183.39999,"B736(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NE","LDPL"
"CTN336","LDSP","LYBE",747.98,192.2,"DH8D(MEDIUM)","Departure","Current","1","SOMUN","LDSP"
"JAF83X#2","LYPG","LDDU",841.15,83.2,"B738(MEDIUM)","Arrival","Current","1","LYPG","LDDU"
"EZY63AL","LDDU","LIPZ",2550.43,343,"A320(MEDIUM)","Departure","Current","1","LABIN","LDDU"
"AFL2048","UUEE","LDSP",807.53,222.89999,"A320(MEDIUM)","Arrival","Current","1","KOPRY","LDSP"
"LGL464","LDSB","ELLX",698.83,174.39999,"DH8D(MEDIUM)","Departure","Current","1","TORPO","LDSB"
"BTI4TV","LDDU","EVRA",1100.65,76.5,"B735(MEDIUM)","Departure","Current","1","MOKUN","LDDU"
"LDM26","EDDT","LDRI",228.27,84.5,"B738(MEDIUM)","Arrival","Current","1","ARMIX","LDRI"
"LGL415","ELLX","LDDU",967.8,330.70001,"DH8D(MEDIUM)","Arrival","Current","1","LABIN","LDDU"
"EDW42F","LSZH","LDPL",224.07,103.1,"A320(MEDIUM)","Arrival","Current","1","ROTAR","LDPL"
"SAS7687","ESSA","LDSP",705.38,222.89999,"A20N(MEDIUM)","Arrival","Current","1","KOPRY","LDSP"
"THY2HK","LTBA","LDZA",968.15,235.39999,"A320(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.E","LDZA"
"SAS7475","ENGM","LDPL",580.77,184.10001,"B737(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NE","LDPL"
"WZZ1071","LDSP","EPWA",1922.13,206.3,"A320(MEDIUM)","Departure","Current","1","VEBAL.3","LDSP"
"CFG9TK","EDDF","LDDU",1262.42,306.20001,"B733(MEDIUM)","Arrival","Current","1","SABAD","LDDU"
"CTN385#2","LIRF","LDDU",547,172.5,"DH8D(MEDIUM)","Arrival","Current","1","KATTI","LDDU"
"EWG6UC","EDDH","LDPL",320.35,134,"A319(MEDIUM)","Arrival","Current","1","OUTSIDE.FIR.NW","LDPL"
